source,local_index,parent id,domain,Daya Ilokusi,Jenis Ujaran
ibrohim budi,12513,8993,neutral,expressive,defamation
ibrohim budi,12514,8330,neutral,expressive,neutral
ibrohim budi,12515,11971,neutral,expressive,defamation
ibrohim budi,12516,8486,neutral,assertive,neutral
ibrohim budi,12517,8979,porn,assertive,immoral
ibrohim budi,12518,2829,neutral,expressive,neutral
ibrohim budi,12519,10595,neutral,assertive,neutral
ibrohim budi,12520,11019,porn,assertive,immoral
ibrohim budi,12521,6637,neutral,assertive,neutral
ibrohim budi,12522,11429,neutral,assertive,neutral
ibrohim budi,12523,11730,ethnicity,assertive,neutral
ibrohim budi,12524,12798,religion,assertive,neutral
ibrohim budi,12525,11979,neutral,expressive,defamation
ibrohim budi,12526,12668,neutral,assertive,neutral
ibrohim budi,12527,14640,neutral,expressive,neutral
ibrohim budi,12528,8232,religion,expressive,hate speech
ibrohim budi,12529,2002,neutral,expressive,defamation
ibrohim budi,12530,14641,religion,directive,neutral
ibrohim budi,12531,6619,neutral,assertive,neutral
ibrohim budi,12532,12765,neutral,assertive,neutral
ibrohim budi,12533,8362,religion,assertive,neutral
ibrohim budi,12534,7168,neutral,assertive,neutral
ibrohim budi,12535,6254,ethnicity,assertive,neutral
ibrohim budi,12536,8242,neutral,assertive,neutral
ibrohim budi,12537,6308,neutral,assertive,neutral
ibrohim budi,12538,7161,neutral,assertive,neutral
ibrohim budi,12539,12425,neutral,assertive,neutral
ibrohim budi,12540,10186,ethnicity,expressive,neutral
ibrohim budi,12541,14642,ethnicity,assertive,neutral
ibrohim budi,12542,10162,neutral,assertive,neutral
ibrohim budi,12543,12792,neutral,expressive,neutral
ibrohim budi,12544,7057,religion,assertive,neutral
ibrohim budi,12545,7116,neutral,assertive,neutral
ibrohim budi,12546,9511,neutral,assertive,neutral
ibrohim budi,12547,4522,neutral,expressive,defamation
ibrohim budi,12548,11611,porn,assertive,immoral
ibrohim budi,12549,12260,neutral,assertive,neutral
ibrohim budi,12550,10411,neutral,assertive,neutral
ibrohim budi,12551,7156,ethnicity,assertive,neutral
ibrohim budi,12552,3060,neutral,expressive,defamation
ibrohim budi,12553,7813,neutral,assertive,neutral
ibrohim budi,12554,10896,neutral,assertive,neutral
ibrohim budi,12555,11237,gender,assertive,neutral
ibrohim budi,12556,8675,neutral,directive,neutral
ibrohim budi,12557,11632,religion,assertive,neutral
ibrohim budi,12558,14643,neutral,directive,neutral
ibrohim budi,12559,9516,neutral,assertive,neutral
ibrohim budi,12560,7762,neutral,assertive,neutral
ibrohim budi,12561,6185,neutral,assertive,neutral
ibrohim budi,12562,11177,ethnicity,assertive,neutral
ibrohim budi,12563,12614,neutral,assertive,neutral
ibrohim budi,12564,6339,neutral,assertive,neutral
ibrohim budi,12565,11375,neutral,assertive,neutral
ibrohim budi,12566,11702,religion,assertive,neutral
ibrohim budi,12567,6142,neutral,assertive,neutral
ibrohim budi,12568,6158,neutral,assertive,neutral
ibrohim budi,12569,12396,ethnicity,assertive,neutral
ibrohim budi,12570,10284,neutral,expressive,neutral
ibrohim budi,12571,10251,neutral,assertive,neutral
ibrohim budi,12572,7033,religion,assertive,neutral
ibrohim budi,12573,9878,neutral,assertive,neutral
ibrohim budi,12574,1377,ethnicity,assertive,neutral
ibrohim budi,12575,8010,neutral,assertive,neutral
ibrohim budi,12576,13008,ethnicity,directive,hate speech
ibrohim budi,12577,8954,neutral,assertive,neutral
ibrohim budi,12578,10312,gender,assertive,neutral
ibrohim budi,12579,12593,neutral,assertive,neutral
ibrohim budi,12580,14644,neutral,expressive,neutral
ibrohim budi,12581,12405,ethnicity,expressive,neutral
ibrohim budi,12582,3853,neutral,expressive,defamation
ibrohim budi,12583,10028,neutral,assertive,neutral
ibrohim budi,12584,1581,neutral,assertive,neutral
ibrohim budi,12585,7036,neutral,assertive,neutral
ibrohim budi,12586,6493,neutral,assertive,neutral
ibrohim budi,12587,2726,neutral,expressive,defamation
ibrohim budi,12588,11328,neutral,expressive,neutral
ibrohim budi,12589,12121,religion,assertive,neutral
ibrohim budi,12590,10581,neutral,expressive,neutral
ibrohim budi,12591,10313,neutral,assertive,neutral
ibrohim budi,12592,9450,ethnicity,expressive,neutral
ibrohim budi,12593,6273,neutral,directive,neutral
ibrohim budi,12594,667,religion,assertive,neutral
ibrohim budi,12595,10156,neutral,assertive,neutral
ibrohim budi,12596,9598,neutral,assertive,neutral
ibrohim budi,12597,11370,religion,assertive,neutral
ibrohim budi,12598,12929,neutral,assertive,neutral
ibrohim budi,12599,10981,neutral,assertive,neutral
ibrohim budi,12600,12192,neutral,assertive,neutral
ibrohim budi,12601,14645,neutral,directive,neutral
ibrohim budi,12602,12975,neutral,assertive,neutral
ibrohim budi,12603,1142,religion,expressive,hate speech
ibrohim budi,12604,9108,neutral,assertive,neutral
ibrohim budi,12605,11545,neutral,assertive,neutral
ibrohim budi,12606,9750,neutral,assertive,neutral
ibrohim budi,12607,12139,religion,expressive,hate speech
ibrohim budi,12608,7321,porn,assertive,immoral
ibrohim budi,12609,10070,neutral,directive,neutral
ibrohim budi,12610,8172,religion,expressive,hate speech
ibrohim budi,12611,5672,neutral,expressive,defamation
ibrohim budi,12612,12042,neutral,assertive,neutral
ibrohim budi,12613,7509,religion,assertive,neutral
ibrohim budi,12614,6788,neutral,assertive,neutral
ibrohim budi,12615,12483,neutral,expressive,neutral
ibrohim budi,12616,6671,neutral,assertive,neutral
ibrohim budi,12617,11110,religion,directive,neutral
ibrohim budi,12618,3182,neutral,expressive,defamation
ibrohim budi,12619,11178,neutral,assertive,neutral
ibrohim budi,12620,823,ethnicity,expressive,hate speech
ibrohim budi,12621,6829,neutral,assertive,neutral
ibrohim budi,12622,12430,religion,expressive,hate speech
ibrohim budi,12623,12488,neutral,assertive,neutral
ibrohim budi,12624,11333,neutral,assertive,neutral
ibrohim budi,12625,11708,neutral,assertive,neutral
ibrohim budi,12626,6682,religion,expressive,hate speech
ibrohim budi,12627,6521,neutral,assertive,neutral
ibrohim budi,12628,8999,neutral,assertive,neutral
ibrohim budi,12629,6664,neutral,expressive,defamation
ibrohim budi,12630,6205,neutral,assertive,neutral
ibrohim budi,12631,12281,religion,assertive,neutral
ibrohim budi,12632,11970,neutral,assertive,neutral
ibrohim budi,12633,5738,neutral,assertive,neutral
ibrohim budi,12634,10871,neutral,assertive,neutral
ibrohim budi,12635,12019,ethnicity,expressive,hate speech
ibrohim budi,12636,9011,neutral,expressive,defamation
ibrohim budi,12637,10194,neutral,assertive,neutral
ibrohim budi,12638,7986,neutral,expressive,defamation
ibrohim budi,12639,12144,religion,assertive,neutral
ibrohim budi,12640,9902,neutral,assertive,neutral
ibrohim budi,12641,11812,religion,assertive,neutral
ibrohim budi,12642,3046,neutral,assertive,neutral
ibrohim budi,12643,10424,neutral,assertive,neutral
ibrohim budi,12644,6013,neutral,expressive,defamation
ibrohim budi,12645,12881,neutral,assertive,neutral
ibrohim budi,12646,6781,neutral,assertive,neutral
ibrohim budi,12647,10227,ethnicity,expressive,neutral
ibrohim budi,12648,7028,neutral,directive,neutral
ibrohim budi,12649,6847,neutral,assertive,neutral
ibrohim budi,12650,11450,religion,assertive,neutral
ibrohim budi,12651,10265,religion,expressive,hate speech
ibrohim budi,12652,6553,neutral,assertive,neutral
ibrohim budi,12653,5836,neutral,expressive,defamation
ibrohim budi,12654,7569,neutral,assertive,neutral
ibrohim budi,12655,4046,neutral,expressive,defamation
ibrohim budi,12656,11023,porn,assertive,immoral
ibrohim budi,12657,10280,neutral,expressive,neutral
ibrohim budi,12658,11650,neutral,expressive,defamation
ibrohim budi,12659,10288,neutral,expressive,defamation
ibrohim budi,12660,8604,neutral,assertive,neutral
ibrohim budi,12661,9662,neutral,expressive,neutral
ibrohim budi,12662,8898,neutral,assertive,neutral
ibrohim budi,12663,7951,neutral,directive,neutral
ibrohim budi,12664,11385,religion,directive,neutral
ibrohim budi,12665,9470,neutral,assertive,neutral
ibrohim budi,12666,10064,neutral,expressive,neutral
ibrohim budi,12667,14646,religion,assertive,neutral
ibrohim budi,12668,886,ethnicity,expressive,hate speech
ibrohim budi,12669,14647,neutral,directive,neutral
ibrohim budi,12670,14648,religion,assertive,neutral
ibrohim budi,12671,10663,neutral,assertive,neutral
ibrohim budi,12672,9447,neutral,assertive,neutral
ibrohim budi,12673,2579,religion,expressive,hate speech
ibrohim budi,12674,6453,religion,expressive,neutral
ibrohim budi,12675,12349,religion,expressive,hate speech
ibrohim budi,12676,9287,religion,directive,neutral
ibrohim budi,12677,3303,neutral,expressive,defamation
ibrohim budi,12678,7828,neutral,assertive,neutral
ibrohim budi,12679,6990,neutral,assertive,neutral
ibrohim budi,12680,9676,neutral,assertive,neutral
ibrohim budi,12681,6252,ethnicity,assertive,neutral
ibrohim budi,12682,12595,neutral,assertive,neutral
ibrohim budi,12683,12617,neutral,assertive,neutral
ibrohim budi,12684,11801,religion,expressive,hate speech
ibrohim budi,12685,2583,neutral,assertive,neutral
ibrohim budi,12686,835,ethnicity,expressive,hate speech
ibrohim budi,12687,7180,neutral,expressive,defamation
ibrohim budi,12688,6382,neutral,assertive,neutral
ibrohim budi,12689,11007,neutral,assertive,neutral
ibrohim budi,12690,9774,religion,assertive,neutral
ibrohim budi,12691,503,religion,expressive,hate speech
ibrohim budi,12692,11081,neutral,assertive,neutral
ibrohim budi,12693,14649,religion,directive,neutral
ibrohim budi,12694,12054,ethnicity,assertive,neutral
ibrohim budi,12695,12580,religion,assertive,neutral
ibrohim budi,12696,8764,neutral,assertive,neutral
ibrohim budi,12697,6544,religion,expressive,neutral
ibrohim budi,12698,6977,neutral,assertive,neutral
ibrohim budi,12699,7562,neutral,directive,defamation
ibrohim budi,12700,12295,neutral,assertive,neutral
ibrohim budi,12701,12882,religion,assertive,neutral
ibrohim budi,12702,9795,neutral,assertive,neutral
ibrohim budi,12703,10285,neutral,assertive,neutral
ibrohim budi,12704,6516,religion,assertive,neutral
ibrohim budi,12705,8448,neutral,assertive,neutral
ibrohim budi,12706,14650,religion,directive,neutral
ibrohim budi,12707,10708,neutral,expressive,neutral
ibrohim budi,12708,12374,neutral,assertive,neutral
ibrohim budi,12709,7262,neutral,assertive,neutral
ibrohim budi,12710,12874,neutral,directive,defamation
ibrohim budi,12711,6731,neutral,assertive,neutral
ibrohim budi,12712,11543,religion,expressive,hate speech
ibrohim budi,12713,7454,neutral,assertive,neutral
ibrohim budi,12714,9561,neutral,assertive,neutral
ibrohim budi,12715,10544,neutral,expressive,defamation
ibrohim budi,12716,9301,neutral,assertive,neutral
ibrohim budi,12717,10031,neutral,expressive,neutral
ibrohim budi,12718,5944,religion,expressive,hate speech
ibrohim budi,12719,10764,neutral,expressive,defamation
ibrohim budi,12720,12511,neutral,assertive,neutral
ibrohim budi,12721,9156,ethnicity,assertive,neutral
ibrohim budi,12722,1030,religion,expressive,hate speech
ibrohim budi,12723,10118,religion,expressive,hate speech
ibrohim budi,12724,5908,neutral,expressive,defamation
ibrohim budi,12725,10238,neutral,assertive,neutral
ibrohim budi,12726,10895,neutral,assertive,neutral
ibrohim budi,12727,2294,neutral,assertive,neutral
ibrohim budi,12728,8829,neutral,assertive,neutral
ibrohim budi,12729,7096,neutral,assertive,neutral
ibrohim budi,12730,1388,nationality,expressive,hate speech
ibrohim budi,12731,12392,neutral,assertive,neutral
ibrohim budi,12732,7620,neutral,directive,neutral
ibrohim budi,12733,6573,religion,expressive,hate speech
ibrohim budi,12734,12133,neutral,assertive,neutral
ibrohim budi,12735,10947,neutral,assertive,neutral
ibrohim budi,12736,6199,neutral,assertive,neutral
ibrohim budi,12737,2654,neutral,assertive,neutral
ibrohim budi,12738,7884,neutral,assertive,neutral
ibrohim budi,12739,3554,neutral,assertive,neutral
ibrohim budi,12740,4010,neutral,expressive,defamation
ibrohim budi,12741,8616,neutral,assertive,neutral
ibrohim budi,12742,10239,religion,assertive,neutral
ibrohim budi,12743,12681,ethnicity,assertive,neutral
ibrohim budi,12744,1990,neutral,assertive,neutral
ibrohim budi,12745,7213,neutral,assertive,neutral
ibrohim budi,12746,12915,neutral,assertive,neutral
ibrohim budi,12747,7916,neutral,assertive,neutral
ibrohim budi,12748,6976,neutral,expressive,neutral
ibrohim budi,12749,9432,neutral,assertive,neutral
ibrohim budi,12750,10062,neutral,expressive,neutral
ibrohim budi,12751,9189,neutral,assertive,neutral
ibrohim budi,12752,6717,neutral,directive,neutral
ibrohim budi,12753,8340,neutral,expressive,neutral
ibrohim budi,12754,6941,neutral,assertive,neutral
ibrohim budi,12755,10575,neutral,assertive,neutral
ibrohim budi,12756,12063,neutral,expressive,neutral
ibrohim budi,12757,10680,neutral,expressive,defamation
ibrohim budi,12758,1314,religion,expressive,hate speech
ibrohim budi,12759,7041,neutral,assertive,neutral
ibrohim budi,12760,11105,neutral,assertive,neutral
ibrohim budi,12761,10765,neutral,expressive,neutral
ibrohim budi,12762,7488,neutral,assertive,neutral
ibrohim budi,12763,8754,neutral,assertive,neutral
ibrohim budi,12764,9410,neutral,assertive,neutral
ibrohim budi,12765,9379,neutral,directive,neutral
ibrohim budi,12766,9309,neutral,assertive,neutral
ibrohim budi,12767,791,ethnicity,expressive,hate speech
ibrohim budi,12768,8348,neutral,expressive,defamation
ibrohim budi,12769,12363,neutral,expressive,neutral
ibrohim budi,12770,11278,neutral,assertive,neutral
ibrohim budi,12771,8160,neutral,assertive,neutral
ibrohim budi,12772,11792,neutral,assertive,neutral
ibrohim budi,12773,7063,neutral,assertive,neutral
ibrohim budi,12774,4796,neutral,expressive,defamation
ibrohim budi,12775,7695,neutral,commissive,neutral
ibrohim budi,12776,12747,neutral,assertive,neutral
ibrohim budi,12777,12406,neutral,assertive,neutral
ibrohim budi,12778,194,religion,expressive,hate speech
ibrohim budi,12779,5976,neutral,assertive,neutral
ibrohim budi,12780,10390,neutral,expressive,defamation
ibrohim budi,12781,9554,neutral,assertive,neutral
ibrohim budi,12782,10076,neutral,assertive,neutral
ibrohim budi,12783,12661,neutral,expressive,neutral
ibrohim budi,12784,9674,religion,assertive,neutral
ibrohim budi,12785,6892,neutral,assertive,neutral
ibrohim budi,12786,8738,neutral,expressive,defamation
ibrohim budi,12787,8453,neutral,assertive,neutral
ibrohim budi,12788,11039,neutral,expressive,neutral
ibrohim budi,12789,5738,neutral,assertive,neutral
ibrohim budi,12790,6440,neutral,directive,neutral
ibrohim budi,12791,9421,neutral,expressive,neutral
ibrohim budi,12792,7219,neutral,expressive,neutral
ibrohim budi,12793,12329,neutral,expressive,neutral
ibrohim budi,12794,7407,neutral,assertive,neutral
ibrohim budi,12795,1100,religion,expressive,hate speech
ibrohim budi,12796,11717,religion,expressive,hate speech
ibrohim budi,12797,11833,neutral,assertive,neutral
ibrohim budi,12798,5364,neutral,expressive,defamation
ibrohim budi,12799,11549,neutral,expressive,defamation
ibrohim budi,12800,12847,neutral,assertive,neutral
ibrohim budi,12801,11166,neutral,directive,neutral
ibrohim budi,12802,10890,neutral,expressive,neutral
ibrohim budi,12803,12007,neutral,assertive,neutral
ibrohim budi,12804,300,religion,expressive,hate speech
ibrohim budi,12805,12070,neutral,assertive,neutral
ibrohim budi,12806,1645,neutral,assertive,neutral
ibrohim budi,12807,6122,neutral,assertive,neutral
ibrohim budi,12808,10323,neutral,assertive,neutral
ibrohim budi,12809,4699,neutral,expressive,defamation
ibrohim budi,12810,8259,neutral,assertive,neutral
ibrohim budi,12811,9629,neutral,assertive,neutral
ibrohim budi,12812,6950,neutral,assertive,neutral
ibrohim budi,12813,12159,religion,assertive,neutral
ibrohim budi,12814,9474,neutral,assertive,neutral
ibrohim budi,12815,8117,neutral,assertive,neutral
ibrohim budi,12816,5888,neutral,expressive,defamation
ibrohim budi,12817,7658,neutral,assertive,neutral
ibrohim budi,12818,147,religion,expressive,hate speech
ibrohim budi,12819,10660,neutral,assertive,neutral
ibrohim budi,12820,11085,neutral,assertive,neutral
ibrohim budi,12821,6315,religion,assertive,neutral
ibrohim budi,12822,7714,neutral,assertive,neutral
ibrohim budi,12823,10439,neutral,expressive,defamation
ibrohim budi,12824,8428,neutral,assertive,neutral
ibrohim budi,12825,2612,neutral,expressive,neutral
ibrohim budi,12826,11787,neutral,assertive,neutral
ibrohim budi,12827,12640,neutral,expressive,defamation
ibrohim budi,12828,14651,neutral,expressive,neutral
